SEQN,RIDSTATR,Gender,Age,Race,EducationLevel,AnnualHouseholdIncome,RatioFIP,LowIncome
95509,2,2,51,3,,10,2.79,1
95510,2,2,51,5,,14,4.57,2
95525,2,2,51,4,,6,1.22,2
95636,2,2,51,2,,10,4.1,1
95761,2,1,51,2,,12,3.34,2
95765,2,1,51,1,,3,0.41,2
95785,2,1,51,3,,2,0.28,1
95860,2,2,51,3,,3,1,1
95916,1,1,51,3,,,,1
96475,2,1,51,4,,,0.04,1
96538,2,2,51,1,,99,,1
96616,2,1,51,5,,15,4.52,2
96649,2,1,51,4,,7,1.63,2
96862,2,2,51,3,,15,5,1
96903,2,1,51,5,,8,1.56,2
96987,1,2,51,4,,14,4.62,2
97063,2,1,51,4,,15,4.81,2
97108,2,1,51,5,,15,5,2
97308,2,2,51,3,,7,3.29,2
97420,2,1,51,2,,,,1
97429,2,1,51,3,,6,0.92,1
97445,2,1,51,4,,4,1.45,1
97638,2,1,51,4,,3,0.82,1
98215,2,2,51,3,,5,1.46,1
98585,2,2,51,1,,7,3.7,1
98763,2,2,51,4,,13,,1
98823,2,2,51,2,,7,0.85,2
98904,2,2,51,3,,15,5,1
98998,2,2,51,4,,9,1.58,2
99012,2,2,51,2,,2,0.58,2
99108,2,1,51,3,,7,1.92,1
99129,1,2,51,4,,15,5,1
99420,2,2,51,4,,77,,2
99484,2,2,51,2,,3,0.07,2
99489,2,1,51,5,,14,4.93,1
99676,2,2,51,2,,7,1.71,2
99707,1,1,51,1,,14,2.72,1
99744,2,2,51,3,,9,2.79,2
99883,2,1,51,2,,9,2.54,2
99996,2,2,51,4,,99,1.12,2
100012,2,1,51,3,,12,,2
100046,2,1,51,5,,4,1.17,2
100150,2,2,51,1,,3,0.67,1
100168,2,1,51,2,,5,1.74,1
100402,2,2,51,3,,5,0.68,1
100483,2,2,51,1,,7,1.96,1
100715,2,2,51,3,,4,1.49,1
100802,2,2,51,4,,15,5,1
100926,2,1,51,5,,14,4.16,2
100949,2,2,51,4,,15,5,2
101079,2,2,51,5,,6,1.47,2
101087,2,2,51,3,,9,3.34,1
101472,2,2,51,5,,15,5,2
101489,2,2,51,5,,14,5,2
101515,2,1,51,2,,14,3.66,2
101530,2,1,51,2,,15,5,2
101783,2,1,51,3,,7,2.33,2
101846,2,1,51,3,,15,5,1
102258,2,2,51,2,,99,,2
102506,2,2,51,2,,77,,2
102664,2,1,51,5,,10,2.79,2
102686,2,2,51,3,,5,0.8,2
102831,2,2,51,5,,14,2.71,1
102870,2,2,51,5,,15,5,2
102880,2,2,51,5,,15,5,2
102908,2,1,51,3,,9,2.24,2
93735,2,1,52,2,,2,0.35,2
93750,1,2,52,5,,15,5,1
93797,2,2,52,3,,14,4.93,2
93824,2,2,52,2,,,,2
93923,2,1,52,3,,,,1
93942,2,2,52,3,,15,5,1
93964,2,1,52,5,,15,4.81,2
93981,2,2,52,5,,,,2
94092,2,1,52,1,,99,,1
94374,2,2,52,1,,6,2.47,2
94459,2,2,52,4,,4,1.09,1
94503,2,2,52,4,,7,2.16,1
94579,2,1,52,4,,2,0.62,1
94854,2,2,52,3,,12,,1
95051,2,1,52,4,,9,3.34,2
95215,2,2,52,3,,1,0.21,2
95310,2,1,52,1,,9,3.69,1
95340,1,1,52,5,,12,,2
95466,2,1,52,3,,7,1.39,2
95499,2,1,52,4,,12,,1
95503,2,1,52,1,,15,5,2
95708,2,1,52,3,,15,5,2
95727,2,1,52,3,,5,1.23,2
95848,2,2,52,5,,5,0.96,1
96008,2,1,52,4,,14,5,1
96066,2,1,52,5,,2,0.33,2
96079,2,1,52,1,,99,0.47,1
96094,2,2,52,4,,77,,2
96096,2,1,52,3,,1,0.23,2
96101,2,1,52,5,,9,1.9,1
96124,2,2,52,5,,15,0.08,2
96205,2,1,52,4,,9,2.62,2
96262,1,1,52,1,,,,2
96377,2,2,52,5,,6,1.52,1
96522,2,2,52,3,,15,5,1
96666,2,1,52,1,,4,1.02,2
96708,2,2,52,3,,15,5,1
96745,2,2,52,4,,2,0.73,2
96766,2,2,52,4,,3,0.59,1
96965,2,1,52,2,,5,0.81,1
96993,2,1,52,3,,14,4.93,1
97049,2,1,52,5,,14,3.73,2
97077,2,2,52,4,,9,1.66,2
97155,2,1,52,3,,4,1.32,2
97283,1,1,52,5,,15,5,1
97284,2,2,52,3,,2,0.75,2
97446,2,1,52,1,,8,2.02,1
97695,2,2,52,5,,6,1.97,2
97740,2,2,52,5,,77,,1
97787,2,1,52,5,,5,1.99,2
97982,2,2,52,3,,,,1
98114,2,2,52,4,,6,0.66,1
98223,2,1,52,4,,7,2.9,1
98228,2,2,52,4,,12,,1
98259,2,2,52,4,,8,2.2,2
98274,2,2,52,3,,15,5,2
98293,2,2,52,4,,9,1.82,2
98452,2,1,52,5,,15,3.04,2
98683,1,1,52,3,,,,2
98847,2,1,52,3,,4,1.57,1
98951,2,2,52,4,,13,,1
99227,2,1,52,1,,3,0.99,2
99340,2,2,52,3,,5,1.23,1
99345,2,1,52,1,,6,1.04,1
99364,2,1,52,5,,4,0.58,1
99410,2,2,52,3,,14,5,1
99444,2,1,52,5,,10,3.18,2
99563,2,1,52,4,,77,,2
99568,2,2,52,2,,14,5,2
99628,2,2,52,1,,9,2.54,2
100393,2,1,52,3,,15,5,2
100454,2,2,52,5,,9,1.9,2
100468,2,2,52,4,,7,3.32,2
100499,2,2,52,2,,5,1.89,1
100530,2,1,52,5,,15,5,1
100557,2,1,52,4,,15,4.9,2
100699,1,1,52,4,,99,,2
100743,2,2,52,1,,15,5,2
100865,2,2,52,3,,7,2.43,2
100902,2,2,52,5,,15,4.9,1
100996,2,1,52,3,,15,5,2
101023,2,1,52,5,,15,5,2
101155,2,2,52,4,,3,0.81,2
101248,2,1,52,4,,8,2.83,1
101286,2,2,52,4,,6,0.74,2
101327,2,2,52,3,,4,0.92,1
101359,2,2,52,1,,7,1.52,1
101366,2,2,52,5,,15,4.93,1
101401,2,1,52,5,,13,,2
101520,2,1,52,1,,12,,2
101577,2,2,52,5,,15,4.17,2
101866,2,1,52,4,,6,1.52,2
101882,2,2,52,4,,9,1.18,1
102125,1,1,52,3,,,,2
102342,2,1,52,2,,99,,1
102474,2,2,52,5,,6,1.57,2
102586,2,1,52,1,,10,2,1
102704,2,2,52,3,,7,2.67,2
102783,2,2,52,5,,6,1.54,1
93728,2,1,53,4,,15,5,1
93947,2,2,53,5,,7,2.46,2
94161,2,1,53,5,,7,2.16,1
94445,2,1,53,3,,9,2.47,1
94509,2,2,53,3,,9,4.78,2
94788,2,2,53,5,,15,5,2
94862,2,2,53,5,,15,5,2
95059,2,1,53,3,,1,0,2
95137,2,2,53,3,,15,5,1
95405,2,1,53,5,,14,5,2
95519,2,2,53,3,,4,1.41,2
95549,2,2,53,1,,15,5,1
95611,2,1,53,5,,1,0.25,2
95676,2,1,53,2,,8,1.83,1
95904,2,2,53,5,,15,5,2
96266,2,2,53,5,,7,1.32,2
96291,2,2,53,4,,6,1.04,1
96308,2,1,53,1,,1,0.12,1
96373,2,1,53,4,,5,1.46,1
96450,2,2,53,3,,3,0.7,1
96491,2,2,53,5,,13,,1
96561,2,1,53,5,,7,0.25,2
96623,2,1,53,1,,9,3.69,1
96730,2,2,53,2,,7,2.67,2
96750,2,2,53,3,,2,0.71,1
96800,2,1,53,4,,9,1.58,1
97038,2,2,53,3,,3,0.86,2
97055,2,1,53,1,,3,0.99,1
97097,2,1,53,1,,10,2.38,1
97131,2,2,53,4,,15,5,2
97222,2,2,53,4,,15,5,2
97473,2,1,53,5,,14,3.92,2
97487,2,2,53,5,,15,5,2
97521,2,1,53,1,,15,5,2
97682,1,1,53,3,,6,1.82,2
97727,2,1,53,4,,99,1,1
97765,2,2,53,5,,7,2.16,2
98047,2,1,53,1,,8,1.41,1
98242,2,2,53,4,,14,4.65,2
98355,2,2,53,5,,15,5,2
98624,2,1,53,4,,14,4.33,2
98627,2,1,53,5,,9,2.74,2
98666,2,1,53,4,,77,,2
98711,2,1,53,5,,6,1.57,2
98789,2,2,53,2,,,,1
98891,2,2,53,2,,4,0.66,1
99116,2,2,53,5,,14,3.25,1
99153,2,2,53,5,,6,1.79,2
99190,2,2,53,2,,99,,1
99274,2,2,53,2,,12,,2
99376,2,1,53,5,,14,5,2
99636,2,2,53,1,,9,2.39,2
99653,2,1,53,2,,14,4.62,2
99675,2,2,53,3,,14,3.71,2
99720,2,1,53,5,,15,5,2
99782,2,2,53,1,,10,4.28,2
100301,2,2,53,5,,9,2.89,2
100385,1,1,53,3,,7,2.43,2
100574,2,2,53,2,,2,0.49,1
100815,2,2,53,4,,5,1.33,1
101024,2,1,53,3,,5,1.26,1
101103,2,2,53,4,,9,4.78,1
101369,2,2,53,4,,14,5,2
101375,2,1,53,5,,7,1.32,2
101400,2,1,53,5,,5,0.89,1
101550,2,1,53,4,,10,3.23,1
101613,2,1,53,4,,6,1.85,2
101642,2,2,53,4,,12,,1
101786,2,1,53,3,,7,1.76,2
101821,2,2,53,2,,15,5,1
101865,2,2,53,4,,4,1.24,2
102111,2,1,53,2,,7,1.71,1
102121,2,2,53,1,,,,1
102331,2,1,53,3,,1,0.1,1
102559,2,1,53,1,,99,,1
102644,2,1,53,3,,15,4.81,2
102688,2,2,53,3,,3,0.86,2
102721,2,2,53,2,,4,0.59,1
102921,2,1,53,1,,99,1.24,1
93714,2,2,54,4,,7,1.86,2
93760,2,2,54,1,,,,1
93927,2,2,54,3,,6,1,1
93932,2,2,54,5,,15,5,1
93961,1,2,54,5,,15,5,2
93975,2,2,54,3,,7,1.68,2
94017,2,1,54,3,,14,5,1
94034,2,2,54,2,,3,0.41,2
94059,2,2,54,1,,4,0.72,1
94187,2,2,54,5,,15,5,1
94192,2,2,54,3,,15,5,2
94275,2,1,54,1,,14,3.85,2
94309,2,2,54,5,,15,5,2
94350,2,1,54,5,,14,3.66,2
94855,2,1,54,4,,,,2
94933,2,2,54,1,,2,0.41,1
95031,2,2,54,3,,14,5,1
95157,2,1,54,4,,12,,2
95191,2,2,54,1,,3,0.51,2
95203,2,1,54,4,,4,1.59,1
95313,2,2,54,3,,15,5,1
95571,2,2,54,3,,12,,2
95579,2,1,54,4,,5,2.02,2
95690,2,1,54,5,,12,1.97,1
95711,2,1,54,1,,4,1.3,2
95944,2,1,54,5,,9,2.94,1
96091,2,2,54,2,,8,1.83,2
96116,2,2,54,3,,99,,2
96122,2,2,54,5,,10,2.85,2
96140,2,1,54,2,,99,,2
96190,2,1,54,5,,15,5,2
96279,2,2,54,3,,5,1.06,2
96301,2,1,54,4,,15,5,1
96310,2,1,54,5,,10,2.12,2
96348,2,1,54,5,,5,1.27,2
96517,2,2,54,3,,2,0.72,1
96578,2,1,54,4,,15,5,1
96752,2,2,54,1,,99,1.15,2
96793,2,1,54,4,,7,0.94,2
97168,2,1,54,3,,8,2.77,1
97211,2,2,54,1,,,,2
97361,2,1,54,5,,15,5,1
97369,1,2,54,3,,6,1.82,2
97383,2,1,54,3,,99,,1
97415,2,1,54,5,,15,5,2
97501,2,2,54,2,,7,1.72,2
97513,2,1,54,4,,13,,1
97538,2,2,54,2,,14,3.3,2
97571,2,1,54,3,,3,0.86,2
97704,2,2,54,4,,12,,1
97751,2,2,54,2,,14,3.59,2
97758,2,2,54,4,,1,0.28,2
97886,2,2,54,5,,15,3.48,1
97966,2,2,54,3,,3,0.91,2
98083,2,2,54,4,,,,1
98099,2,1,54,3,,12,,1
98338,2,1,54,3,,5,1.71,2
98384,2,2,54,1,,15,5,1
98399,2,1,54,5,,15,5,2
98461,2,2,54,5,,9,2.89,2
98542,2,2,54,4,,8,2.45,2
98656,2,1,54,3,,7,2.67,2
98694,2,2,54,3,,7,1.78,1
98791,2,1,54,3,,8,3.98,1
98980,2,1,54,1,,8,4.35,2
99240,2,2,54,4,,,,2
99405,2,1,54,5,,5,0.93,1
99424,2,1,54,4,,,,1
99590,2,2,54,3,,2,0.54,1
99763,2,2,54,1,,8,1.7,1
99856,2,1,54,4,,14,4.11,2
99926,2,2,54,1,,99,,2
99937,2,2,54,2,,15,5,2
99984,2,2,54,2,,15,5,2
100037,2,1,54,1,,14,5,2
100076,1,1,54,5,,15,5,2
100582,2,1,54,4,,,0.66,2
100599,2,1,54,1,,7,3.21,1
100625,2,2,54,1,,8,2.92,1
100754,2,1,54,4,,10,4.31,2
100780,2,1,54,3,,6,1.22,2
101141,2,1,54,1,,1,0.06,1
101221,2,1,54,4,,,,1
101246,2,1,54,5,,4,0.87,1
101356,2,2,54,3,,15,5,1
101558,2,1,54,2,,8,1.37,2
101763,2,2,54,3,,5,1.48,2
101782,2,2,54,4,,99,0,1
101950,2,1,54,3,,6,0.87,2
102219,2,1,54,4,,6,2.22,1
102269,2,2,54,4,,8,3.08,1
102281,2,2,54,5,,15,5,2
102338,2,1,54,3,,15,4.74,2
102371,2,1,54,4,,7,2.13,2
102415,2,2,54,2,,7,1.08,1
102573,2,1,54,4,,14,5,1
102730,2,1,54,5,,7,1.92,2
102785,2,2,54,3,,15,5,1
102850,2,1,54,2,,15,5,2
93758,2,2,55,3,,3,0.75,2
93770,2,1,55,2,,2,0.8,1
93772,2,2,55,4,,2,0.7,1
93817,2,1,55,5,,15,5,1
93871,2,2,55,1,,3,0.67,2
93893,2,1,55,4,,15,3.79,1
94033,2,2,55,2,,15,5,2
94050,2,2,55,3,,3,1.01,2
94124,2,1,55,2,,6,1.1,1
94326,2,1,55,3,,14,5,1
94474,2,1,55,3,,14,3.66,2
94476,2,2,55,3,,12,,2
94539,2,2,55,3,,1,0.09,2
94640,2,2,55,5,,15,5,1
94765,2,1,55,3,,2,0.8,2
94785,2,1,55,5,,8,3.08,1
94806,2,1,55,2,,6,1.82,2
94867,2,1,55,3,,15,5,1
94882,2,2,55,5,,9,1.1,2
94970,2,1,55,1,,5,1.98,2
94996,1,2,55,5,,7,2.43,1
95067,2,2,55,4,,9,2.79,1
95319,2,2,55,1,,8,1.36,2
95367,2,2,55,1,,15,5,2
95449,2,1,55,2,,15,5,2
95698,2,2,55,5,,5,1.48,2
95836,2,2,55,3,,5,1.46,1
96004,2,1,55,3,,,,1
96038,2,2,55,5,,15,5,1
96143,2,1,55,5,,14,4.62,2
96188,2,2,55,4,,15,3.79,2
96669,2,2,55,5,,7,1.36,2
96844,2,1,55,5,,9,2.44,1
96874,2,2,55,1,,14,5,2
96884,2,2,55,5,,15,5,2
96934,2,2,55,4,,1,0.04,2
96954,2,1,55,1,,4,0.94,1
97024,2,2,55,3,,14,1.93,1
97029,2,1,55,5,,15,5,2
97163,2,1,55,5,,7,1.36,2
97178,2,2,55,4,,,,1
97407,2,1,55,4,,9,2.24,1
97419,2,2,55,5,,15,5,2
97464,2,1,55,3,,3,0.55,2
97560,2,1,55,1,,14,3.31,1
97699,2,2,55,1,,14,3.31,2
97744,2,1,55,5,,15,5,2
97760,2,2,55,2,,77,,2
97874,2,2,55,3,,12,,2
98041,2,2,55,1,,6,1.44,2
98153,2,1,55,5,,6,1.52,1
98165,2,1,55,3,,7,2.22,1
98168,2,2,55,1,,15,5,1
98272,2,1,55,2,,77,,2
98326,2,2,55,4,,15,5,2
98489,2,2,55,4,,8,2.77,2
98573,1,2,55,5,,,,2
98605,2,2,55,4,,77,,1
98617,2,2,55,5,,8,3.95,2
98657,2,1,55,2,,15,5,2
98673,2,2,55,5,,77,,2
98721,2,2,55,4,,6,0.96,2
98781,2,2,55,3,,6,1.52,1
98797,2,2,55,3,,14,3.82,1
98810,2,2,55,4,,8,3.16,2
98834,2,2,55,3,,5,0.7,2
98892,2,1,55,3,,8,2.15,1
98991,1,1,55,1,,15,5,2
98995,2,2,55,2,,14,2.73,2
99060,2,1,55,3,,14,5,2
99388,2,2,55,4,,15,5,2
99440,2,2,55,5,,9,1.5,2
99511,2,2,55,3,,10,3.43,2
99531,2,2,55,1,,4,1.11,2
99600,2,2,55,4,,1,0.08,1
99762,2,2,55,1,,6,2,1
99794,1,1,55,2,,8,2.06,1
99816,2,2,55,3,,15,3.48,2
99881,2,2,55,5,,14,4.86,2
100061,2,2,55,5,,8,3.08,2
100127,2,1,55,2,,14,3.59,2
100257,2,2,55,5,,3,1.07,2
100265,2,2,55,5,,9,3.65,1
100311,2,1,55,1,,77,,2
100369,2,2,55,5,,9,2.94,2
100389,2,2,55,4,,4,0.62,2
100407,2,1,55,5,,,,1
100460,2,1,55,3,,5,0.68,1
100484,2,2,55,3,,15,5,1
100492,2,1,55,4,,7,1.21,2
100747,2,2,55,5,,7,1.22,1
100874,2,1,55,5,,14,3.19,1
100937,2,1,55,2,,6,1.38,2
101027,2,1,55,3,,77,,1
101068,2,2,55,3,,14,2.59,2
101175,2,1,55,3,,4,1.58,2
101201,2,1,55,5,,99,,1
101216,2,2,55,4,,99,0.11,2
101379,2,1,55,4,,1,0,2
101454,2,2,55,1,,9,3.63,1
101578,2,2,55,5,,15,5,2
101584,2,2,55,5,,8,3.04,2
101626,2,2,55,3,,14,4.57,2
101640,2,2,55,5,,14,3.92,2
101671,2,2,55,4,,9,5,2
101675,2,2,55,2,,6,1.49,2
101676,2,1,55,5,,15,5,1
101766,2,2,55,5,,10,3.43,2
101779,2,2,55,3,,77,,2
101781,2,1,55,2,,12,2.88,2
101922,2,1,55,5,,3,0.48,2
102007,2,2,55,5,,8,1.7,1
102045,2,1,55,3,,4,0.89,2
102067,2,1,55,3,,3,0.58,1
102147,2,2,55,5,,7,2.15,1
102309,2,2,55,3,,15,4.74,1
102533,2,1,55,1,,,,2
102694,2,2,55,3,,4,1.32,1
102823,2,2,55,2,,4,1.46,1
102911,2,2,55,5,,4,1.17,1
102944,2,1,55,5,,14,3.59,1
93711,2,1,56,5,,15,5,2
93891,2,2,56,1,,99,,2
94013,2,1,56,3,,14,3.85,2
94155,2,1,56,5,,15,5,2
94206,2,1,56,5,,14,3.85,2
94458,2,1,56,5,,15,5,2
94552,2,2,56,5,,9,3.69,2
94695,2,2,56,3,,15,3.4,2
94713,2,2,56,4,,77,,2
94719,2,2,56,1,,7,2.27,2
94725,2,1,56,3,,,,1
94810,2,1,56,5,,77,,1
94861,2,2,56,4,,8,1.79,2
94908,2,2,56,4,,8,2.49,2
94975,2,1,56,4,,14,3.92,2
94990,2,1,56,4,,,,2
95013,2,1,56,3,,15,5,1
95148,2,2,56,4,,13,,2
95182,2,1,56,2,,15,5,2
95287,2,2,56,5,,15,5,2
95289,2,2,56,1,,10,3.95,2
95357,2,2,56,4,,3,0.67,2
95375,2,1,56,5,,15,5,1
95465,2,2,56,1,,8,1.45,2
95511,1,2,56,4,,15,5,2
95542,2,2,56,4,,10,3.18,2
95558,1,1,56,1,,3,0.58,2
95669,2,2,56,3,,9,2.65,1
95891,2,1,56,3,,14,3.85,2
95928,2,2,56,5,,8,3.23,2
96022,2,1,56,1,,14,4.45,2
96216,2,2,56,4,,15,5,2
96479,2,2,56,3,,14,4.93,2
96576,2,1,56,3,,3,0.86,2
96768,2,2,56,2,,14,5,1
96848,2,2,56,4,,77,,2
96863,2,1,56,3,,15,5,2
96875,2,2,56,4,,14,4.8,2
96898,2,1,56,2,,6,0.87,2
97105,2,1,56,5,,14,4.68,1
97162,1,2,56,3,,77,,2
97200,2,1,56,4,,8,1.49,2
97443,2,2,56,3,,1,0.16,2
97484,2,1,56,4,,12,,1
97558,2,2,56,3,,6,1.72,2
97577,2,2,56,3,,1,0,1
97588,2,1,56,5,,14,3.25,1
97594,2,2,56,5,,6,2.11,2
97635,2,2,56,2,,15,4.08,1
97688,2,2,56,4,,7,3.32,2
97761,2,2,56,4,,15,5,1
97768,2,2,56,5,,5,1.18,2
97928,2,1,56,1,,15,5,1
98081,2,1,56,4,,3,0.81,2
98141,2,2,56,1,,12,,1
98500,2,2,56,2,,3,0.59,2
98574,2,2,56,4,,15,5,1
98691,2,1,56,2,,2,0.58,2
98693,2,2,56,1,,14,3.11,1
98843,2,1,56,3,,4,0.62,2
98902,2,2,56,5,,15,5,1
98907,2,1,56,1,,10,1.69,2
98917,2,2,56,3,,15,5,2
98992,2,1,56,1,,6,1.08,2
99033,2,1,56,3,,6,1.52,1
99131,2,2,56,3,,3,0.74,1
99255,2,2,56,4,,6,1.44,1
99271,2,2,56,5,,3,1.15,1
99470,2,2,56,4,,15,5,1
99497,2,2,56,5,,15,3.4,2
99589,2,1,56,4,,15,5,2
99724,2,1,56,3,,4,1.33,2
99941,2,2,56,5,,,,1
99947,2,2,56,4,,14,2.37,1
100008,2,2,56,5,,5,1.3,2
100165,2,1,56,3,,77,,1
100192,2,1,56,1,,6,1.44,2
100292,2,2,56,5,,2,0.61,1
100388,2,2,56,3,,7,2.13,1
100513,2,1,56,4,,5,,1
100535,2,2,56,5,,8,1.54,1
100677,2,2,56,3,,7,1.98,2
100681,2,2,56,2,,13,,1
100705,2,2,56,3,,7,2.16,2
101003,2,1,56,1,,99,,1
101095,2,2,56,5,,7,2.46,2
101096,2,2,56,2,,9,1.82,1
101283,2,2,56,4,,14,4.62,2
101405,2,2,56,4,,14,5,2
101414,2,2,56,4,,3,0.8,2
101616,2,1,56,5,,14,1.93,1
101754,2,1,56,2,,77,,2
101848,2,2,56,1,,7,2.31,2
101879,2,2,56,1,,12,4.23,1
102130,2,1,56,3,,8,4.15,2
102259,2,2,56,4,,14,4.41,2
102321,2,1,56,1,,5,1.37,2
102343,1,1,56,1,,7,3.54,1
102436,2,2,56,3,,14,5,1
102443,2,2,56,3,,7,1.83,2
102515,2,1,56,3,,2,0.56,1
102616,2,2,56,3,,14,4.41,1
102624,2,1,56,4,,10,3.18,2
102772,2,1,56,3,,,,2
93730,2,1,57,2,,77,,1
93968,2,1,57,4,,10,2.99,2
93978,2,1,57,5,,1,0.19,2
93982,2,2,57,3,,1,0,1
94117,2,2,57,3,,7,1.88,1
94119,2,1,57,4,,10,2.64,1
94330,2,2,57,3,,9,2.65,2
94342,2,2,57,4,,10,5,2
94401,2,1,57,3,,10,3.43,2
94606,2,2,57,3,,14,5,2
94651,2,2,57,3,,4,1.27,2
94739,2,1,57,3,,5,1.48,1
94890,2,1,57,3,,7,1.22,1
94962,2,2,57,5,,15,5,1
95025,2,1,57,3,,15,5,2
95118,2,1,57,5,,14,5,2
95177,2,2,57,5,,1,0,2
95479,2,2,57,3,,15,5,1
95547,2,1,57,5,,12,1.85,2
95551,2,2,57,1,,99,,2
95744,2,2,57,5,,15,5,2
95886,2,2,57,5,,99,,2
95915,2,1,57,3,,8,4.48,2
95978,2,1,57,5,,1,0.06,2
96034,2,1,57,3,,7,1.96,1
96151,2,1,57,3,,15,5,1
96489,2,2,57,1,,6,1.32,2
96564,1,2,57,4,,4,1.41,1
96732,2,1,57,3,,15,5,1
96887,2,2,57,3,,6,1.82,2
96921,2,1,57,3,,7,1.78,1
96922,2,1,57,3,,14,5,1
97030,2,2,57,2,,15,5,2
97125,2,1,57,4,,13,,2
97253,2,2,57,4,,1,0.12,2
97256,2,1,57,3,,,,1
97259,2,1,57,4,,6,1.44,1
97343,2,2,57,3,,15,5,1
97371,2,2,57,3,,14,5,2
97447,1,2,57,3,,,,2
97472,2,1,57,5,,2,0.2,1
97520,2,2,57,4,,7,3.11,1
97737,2,1,57,3,,15,5,1
97810,2,1,57,5,,,,2
97896,2,2,57,5,,8,2.03,1
97952,2,1,57,5,,15,5,2
98009,2,1,57,3,,4,1.4,2
98053,1,1,57,5,,15,5,1
98354,2,2,57,4,,15,5,2
98565,2,2,57,3,,6,1.47,2
98653,2,1,57,4,,15,5,1
98722,2,2,57,4,,1,0.1,2
98976,2,2,57,5,,15,5,1
98983,2,1,57,4,,3,0.86,2
99159,2,2,57,3,,15,5,1
99287,2,1,57,1,,15,4.31,2
99422,2,1,57,5,,15,5,2
99425,2,2,57,4,,7,1.73,2
99443,2,1,57,3,,10,2.79,1
99454,2,1,57,4,,6,1.94,2
99488,2,1,57,1,,7,2.88,1
99540,2,1,57,5,,4,0.62,1
99817,2,2,57,4,,10,3.37,1
99863,1,1,57,4,,3,0.99,2
100056,2,1,57,1,,15,5,1
100112,2,2,57,2,,15,5,2
100123,2,1,57,3,,13,1.33,2
100214,2,1,57,4,,2,0.79,2
100250,2,2,57,3,,8,2.6,1
100347,2,1,57,1,,14,5,2
100361,2,1,57,1,,8,2.55,2
100505,2,2,57,1,,99,,2
100657,2,2,57,4,,9,2.49,2
100847,2,2,57,4,,15,5,2
100936,2,2,57,5,,12,2.49,2
100972,2,1,57,5,,2,0.49,2
101049,2,2,57,3,,9,3.52,1
101051,2,1,57,5,,9,3.69,2
101185,2,2,57,5,,2,0.24,2
101242,2,2,57,3,,2,0.81,1
101253,2,1,57,4,,6,1.94,1
101322,2,1,57,5,,10,5,1
101470,2,2,57,3,,9,3.37,2
101698,2,2,57,1,,3,0.67,2
101737,2,1,57,3,,5,1.25,1
101793,2,1,57,2,,15,5,1
101802,2,2,57,5,,15,5,2
102199,2,1,57,2,,14,5,2
102229,2,1,57,1,,3,0.67,2
102421,2,2,57,2,,3,0.86,1
102605,2,2,57,4,,6,1.85,1
102649,2,1,57,4,,77,,1
102747,2,2,57,3,,7,1.71,2
102779,2,1,57,3,,14,5,1
102798,2,2,57,2,,3,0.82,2
102820,2,2,57,1,,14,3.85,1
102834,2,1,57,4,,15,4.25,2
93823,2,2,58,2,,13,,2
94193,2,2,58,4,,7,1.68,2
94274,2,2,58,2,,15,5,1
94284,2,2,58,4,,8,2.73,2
94356,2,1,58,4,,6,2.24,2
94452,1,2,58,3,,77,,1
94477,2,2,58,4,,14,3.92,2
94515,2,2,58,2,,6,1.82,2
94529,2,1,58,4,,6,1.64,1
94678,2,2,58,3,,15,5,1
94920,2,2,58,4,,9,3.69,2
94958,2,2,58,5,,15,5,2
94995,2,1,58,5,,15,4.93,2
95124,2,1,58,4,,7,2.14,2
95242,2,2,58,4,,6,1.22,1
95266,2,2,58,3,,15,5,1
95327,1,2,58,4,,15,5,2
95527,2,1,58,3,,5,1,2
95531,2,1,58,3,,15,5,1
95736,2,1,58,3,,3,0.58,2
95743,2,2,58,1,,99,,1
96097,2,1,58,3,,2,0,2
96160,2,2,58,1,,14,4.86,1
96237,2,2,58,3,,4,1.37,2
96249,2,2,58,1,,7,1.36,1
96367,2,1,58,4,,,,1
96457,2,1,58,1,,7,1.83,1
96553,2,1,58,5,,9,3.65,1
96571,2,2,58,1,,13,,2
96638,2,1,58,3,,14,3.32,2
96659,2,2,58,3,,15,5,2
96688,2,1,58,4,,7,2.46,2
96783,2,2,58,2,,13,,1
97040,2,2,58,4,,4,1.08,2
97150,2,1,58,4,,7,1.86,1
97176,2,2,58,2,,7,1.83,1
97336,2,2,58,5,,15,5,1
97444,2,1,58,1,,7,1.59,2
97776,2,2,58,2,,99,,1
97876,2,1,58,3,,,,2
97897,2,1,58,5,,12,,1
97987,2,2,58,3,,14,5,2
98209,2,1,58,3,,6,1.85,2
98819,2,2,58,4,,2,0.49,1
98857,2,1,58,5,,15,5,1
99277,2,1,58,1,,4,0,2
99479,2,2,58,1,,15,3.32,1
99711,2,2,58,5,,8,3.2,2
99796,1,2,58,3,,4,0.06,2
99831,2,1,58,4,,6,1.04,1
99858,2,1,58,3,,8,3.08,1
99987,2,1,58,5,,15,5,2
100212,2,1,58,3,,14,3.85,2
100238,2,1,58,3,,14,4.93,2
100410,2,2,58,1,,7,2.59,2
100521,2,1,58,5,,15,5,1
100750,1,1,58,3,,4,0.66,2
100895,2,2,58,5,,10,2.38,1
101091,2,2,58,4,,8,2.77,2
101147,2,2,58,5,,12,,2
101169,2,2,58,4,,4,0.99,2
101182,2,1,58,4,,14,3.13,1
101421,2,1,58,5,,10,2.85,2
101606,2,1,58,2,,3,0.41,2
101638,2,1,58,3,,15,4.9,1
101647,2,2,58,1,,,,2
